,title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place,small_img_url
8984,The Limehouse,1878,1878-01-01,1878-01-01,lithotint with scraping on paper,76.27,cmoa:things/220bfd05-8afd-4e0a-b4a3-06e4a556bd94,Purchase,1976-05-13,Fine Arts,Not on View,10.5,6.75,0.0,0.0,https://collection.carnegieart.org/objects/220bfd05-8afd-4e0a-b4a3-06e4a556bd94,"By conversion, to Museum of Art, Carnegie Institute, Pittsburgh, PA, May 1976.",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/55372/1018045.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/55372/sizes/1018045-420.jpg
8997,Dish (Butterfly),c. 1765-1775,1760-01-01,1780-01-01,glazed porcelain,76.38,cmoa:things/9375e896-8ab6-4002-9932-cd7b653230f7,Gift of Mr. and Mrs. George H. Love,1976-10-07,Decorative Arts and Design,Not on View,11.75,2.0,0.0,8.563,https://collection.carnegieart.org/objects/9375e896-8ab6-4002-9932-cd7b653230f7,"Mr. And Mrs. George H. Love, Pittsburgh, PA",ceramics,https://cmoa-collection-images.s3.amazonaws.com/thing/3320/CMA-76-38.jpg,cmoa:parties/750ce8e8-d97a-42af-9d4d-66efd4697726,Organization,Worcester Porcelain Factory,Worcester Porcelain Factory,,British,1751-01-01,,,,https://cmoa-collection-images.s3.amazonaws.com/thing/3320/sizes/CMA-76-38-420.jpg
9035,"View of Angli Factory, Herning, Denmark",1976,1976-01-01,1976-01-01,gelatin silver print,76.50.1,cmoa:things/49b9d989-f874-4447-9c80-3b93ed7c4cf6,Gift of John Lefebre,1976-12-09,Photography,Not on View,10.0,6.75,0.0,0.0,https://collection.carnegieart.org/objects/49b9d989-f874-4447-9c80-3b93ed7c4cf6,"Gift of John Lefebre, New York, NY, 1976.",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/111946/1018155.jpg,cmoa:parties/662be2ad-6fca-49db-9cc2-9612b66d3ba4,Person,John Lefebre,"Lefebre, John",,American,1905-01-01,1986-01-01,"Berlin, Germany",New York,https://cmoa-collection-images.s3.amazonaws.com/thing/111946/sizes/1018155-420.jpg
9036,"View of Ceramic Wall by Carl-Henning Pederson at Angli Factory, Herning, Denmark",1976,1976-01-01,1976-01-01,gelatin silver print,76.50.2,cmoa:things/c0c6928f-4a81-4866-93e2-5ace48b784db,Gift of John Lefebre,1976-12-09,Photography,Not on View,6.75,10.0,0.0,0.0,https://collection.carnegieart.org/objects/c0c6928f-4a81-4866-93e2-5ace48b784db,"Gift of John Lefebre, New York, NY, 1976.",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/111949/1018156.jpg,cmoa:parties/662be2ad-6fca-49db-9cc2-9612b66d3ba4,Person,John Lefebre,"Lefebre, John",,American,1905-01-01,1986-01-01,"Berlin, Germany",New York,https://cmoa-collection-images.s3.amazonaws.com/thing/111949/sizes/1018156-420.jpg
9037,"View of Ceramic Façade by Carl-Henning Pederson at Angli Factory, Herning, Denmark",1976,1976-01-01,1976-01-01,gelatin silver print,76.50.3,cmoa:things/a2bac47c-275a-4bde-bc48-31dc52eb3172,Gift of John Lefebre,1976-12-09,Photography,Not on View,10.0,6.75,0.0,0.0,https://collection.carnegieart.org/objects/a2bac47c-275a-4bde-bc48-31dc52eb3172,"Gift of John Lefebre, New York, NY, 1976.",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/111950/1018157.jpg,cmoa:parties/662be2ad-6fca-49db-9cc2-9612b66d3ba4,Person,John Lefebre,"Lefebre, John",,American,1905-01-01,1986-01-01,"Berlin, Germany",New York,https://cmoa-collection-images.s3.amazonaws.com/thing/111950/sizes/1018157-420.jpg
9038,"Portrait of Knud W. Jensen, Director of Louisiana Museum",1976,1976-01-01,1976-01-01,gelatin silver print,76.50.4,cmoa:things/ef9d031f-844c-4a32-bec5-7380d809605b,Gift of John Lefebre,1976-12-09,Photography,Not on View,6.75,10.0,0.0,0.0,https://collection.carnegieart.org/objects/ef9d031f-844c-4a32-bec5-7380d809605b,"Gift of John Lefebre, New York, NY, 1976.",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/111948/1018158.jpg,cmoa:parties/662be2ad-6fca-49db-9cc2-9612b66d3ba4,Person,John Lefebre,"Lefebre, John",,American,1905-01-01,1986-01-01,"Berlin, Germany",New York,https://cmoa-collection-images.s3.amazonaws.com/thing/111948/sizes/1018158-420.jpg
9058,Japan Bridge in the Rain,c. 1832,1827-01-01,1837-01-01,woodblock print on paper,77.31.3,cmoa:things/bb0d4ce8-68e2-4f44-bae3-461d4b2ee38c,Gift of Dr. and Mrs. James B. Austin,1977-10-12,Fine Arts,Not on View,14.5,9.875,0.0,0.0,https://collection.carnegieart.org/objects/bb0d4ce8-68e2-4f44-bae3-461d4b2ee38c,"Gift of Dr. and Mrs. James B. Austin, Pittsburgh, PA
Purchased by Dr. Austin at auction at Sotheby & Co., London, 7/14/1977, No. 142, Lot 18, through Bluett & Sons, London.",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/107924/1018568.jpg,cmoa:parties/761afc2a-34b6-47cd-9395-bc054d37fa05,Person,Hiroshige Andō,Hiroshige Andō,,Japanese,1797-01-01,1858-01-01,"Tokyo (Tōkyō metropolis, Kanto, Japan)","Tokyo (Tōkyō metropolis, Kanto, Japan)",https://cmoa-collection-images.s3.amazonaws.com/thing/107924/sizes/1018568-420.jpg
9086,Woman and hands (folded in middle) (recto): notes (verso),,1916-01-01,1972-01-01,pencil on paper,78.27.1.10.A-.B,cmoa:things/d9a7a107-e90f-47f5-a50d-1144f4cf0c1c,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,11.0,8.5,0.0,0.0,https://collection.carnegieart.org/objects/d9a7a107-e90f-47f5-a50d-1144f4cf0c1c,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195567/1019311.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195567/sizes/1019311-420.jpg
9087,Landscape/Trees,,1916-01-01,1972-01-01,pastel on paper,78.27.1.138,cmoa:things/c1c6ac8a-d1e5-4d94-9d0c-1a9fda97e133,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/c1c6ac8a-d1e5-4d94-9d0c-1a9fda97e133,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115346/1019342.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115346/sizes/1019342-420.jpg
9088,Head and Figure (recto); doodles (verso),,1916-01-01,1972-01-01,pencil on paper,78.27.1.13.A-.B,cmoa:things/e638959f-7eea-46cd-afe4-9adece64d602,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,5.0,8.5,0.0,0.0,https://collection.carnegieart.org/objects/e638959f-7eea-46cd-afe4-9adece64d602,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195574/1019344.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195574/sizes/1019344-420.jpg
9089,"Nature Studies ""Trees""",,1916-01-01,1972-01-01,pastel on paper,78.27.1.148,cmoa:things/29e4dbe7-22c9-4434-90df-abf1cd9d14c4,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/29e4dbe7-22c9-4434-90df-abf1cd9d14c4,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115444/1019353.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115444/sizes/1019353-420.jpg
9090,Landscape,,1916-01-01,1972-01-01,pastel on paper,78.27.1.153,cmoa:things/81a17fe3-8e06-4998-be4f-1ae417a8735b,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/81a17fe3-8e06-4998-be4f-1ae417a8735b,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115445/1019359.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115445/sizes/1019359-420.jpg
9091,Landscape (recto); pencil doodles (verso),,1916-01-01,1972-01-01,pastel on paper,78.27.1.154.A-.B,cmoa:things/1ee765ef-b313-4284-96bf-3b3a38934991,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/1ee765ef-b313-4284-96bf-3b3a38934991,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115345/1019360.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115345/sizes/1019360-420.jpg
9092,House and Tree,,1916-01-01,1972-01-01,colored pencil on paper,78.27.1.159,cmoa:things/cb3a51e4-a150-40cb-b577-94d52cbbaf7a,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.25,0.0,0.0,https://collection.carnegieart.org/objects/cb3a51e4-a150-40cb-b577-94d52cbbaf7a,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/118821/1019365.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/118821/sizes/1019365-420.jpg
9093,Children Playing (recto); sketches of figures (verso),,1916-01-01,1972-01-01,sepia ink on paper,78.27.1.15.A-.B,cmoa:things/7f8e48d5-f539-4fd8-9d4b-f93411b38ce6,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,10.0,6.75,0.0,0.0,https://collection.carnegieart.org/objects/7f8e48d5-f539-4fd8-9d4b-f93411b38ce6,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195578/1019366.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195578/sizes/1019366-420.jpg
9094,Trees,,1916-01-01,1972-01-01,pastel on paper,78.27.1.160,cmoa:things/e24d4e19-722b-4532-aab5-6b34cbbecf5b,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/e24d4e19-722b-4532-aab5-6b34cbbecf5b,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115446/1019367.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115446/sizes/1019367-420.jpg
9095,Flower,,1916-01-01,1972-01-01,pastel and pencil on paper,78.27.1.165,cmoa:things/0c28abb3-45da-4a29-b48d-850ece2c13be,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/0c28abb3-45da-4a29-b48d-850ece2c13be,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115344/1019372.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115344/sizes/1019372-420.jpg
9096,Flowers in Vase,,1916-01-01,1972-01-01,pastel on charcoal paper,78.27.1.169,cmoa:things/1491ce8f-9d0c-404d-8943-77632011b81d,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,19.25,14.25,0.0,0.0,https://collection.carnegieart.org/objects/1491ce8f-9d0c-404d-8943-77632011b81d,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115448/1019376-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115448/sizes/1019376-image-420.jpg
9097,Figures on Bench,,1916-01-01,1972-01-01,pencil on paper,78.27.1.16,cmoa:things/de95b659-5caa-4394-8329-5bfbf322c98f,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,6.0,4.0,0.0,0.0,https://collection.carnegieart.org/objects/de95b659-5caa-4394-8329-5bfbf322c98f,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195580/1019377.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195580/sizes/1019377-420.jpg
9098,Seated Figures,,1916-01-01,1972-01-01,pencil on paper,78.27.1.17,cmoa:things/7c6dc097-6594-4782-9e2a-336bff97f283,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,4.0,6.0,0.0,0.0,https://collection.carnegieart.org/objects/7c6dc097-6594-4782-9e2a-336bff97f283,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195582/1019388.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195582/sizes/1019388-420.jpg
9099,Sketches of Children and Dogs,,1916-01-01,1972-01-01,"pencil on paper, folded in half",78.27.1.18,cmoa:things/ce9919ae-abb3-4a70-96e6-c6930dc1af46,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,17.0,11.0,0.0,0.0,https://collection.carnegieart.org/objects/ce9919ae-abb3-4a70-96e6-c6930dc1af46,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195584/1019399.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195584/sizes/1019399-420.jpg
9100,"Various Figures (recto); men in boats(?), pastels (verso)",,1916-01-01,1972-01-01,pencil on paper,78.27.1.19.A-.B,cmoa:things/239f6d5e-c739-4070-b913-b1eacd5eca7e,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,12.0,9.0,0.0,0.0,https://collection.carnegieart.org/objects/239f6d5e-c739-4070-b913-b1eacd5eca7e,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195591/1019410.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195591/sizes/1019410-420.jpg
9101,Figure (2 sided),1951,1951-01-01,1951-01-01,ink on paper,78.27.1.1,cmoa:things/0a214941-665e-4269-9fad-250e100a9975,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,3.75,5.687,0.0,0.0,https://collection.carnegieart.org/objects/0a214941-665e-4269-9fad-250e100a9975,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195548/1019411.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195548/sizes/1019411-420.jpg
9102,Various Studies of Figure (recto); pencil drawing (verso),,1916-01-01,1972-01-01,pencil on paper,78.27.1.20.A-.B,cmoa:things/0b3cb352-1308-4e65-baff-15e61cb665a4,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,12.0,9.0,0.0,0.0,https://collection.carnegieart.org/objects/0b3cb352-1308-4e65-baff-15e61cb665a4,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195594/1019422.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195594/sizes/1019422-420.jpg
9103,Back of Man's Head,,1916-01-01,1972-01-01,pencil on paper,78.27.1.21,cmoa:things/b77b5db8-4510-4b93-ad5f-d57c5f0a2e6c,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,4.875,8.5,0.0,0.0,https://collection.carnegieart.org/objects/b77b5db8-4510-4b93-ad5f-d57c5f0a2e6c,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195597/1019433.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195597/sizes/1019433-420.jpg
9104,Figures (2 sided),,1916-01-01,1972-01-01,pencil on paper,78.27.1.22,cmoa:things/2b150b00-d401-4e5f-9a77-7e9662196a52,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,11.0,8.875,0.0,0.0,https://collection.carnegieart.org/objects/2b150b00-d401-4e5f-9a77-7e9662196a52,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195600/1019444.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195600/sizes/1019444-420.jpg
9105,Man (recto); abstract sketch (verso),,1916-01-01,1972-01-01,pencil on paper,78.27.1.23.A-.B,cmoa:things/5f26d1dc-2a82-4a16-a3da-d5257fe31817,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.188,0.0,0.0,https://collection.carnegieart.org/objects/5f26d1dc-2a82-4a16-a3da-d5257fe31817,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195603/1019455.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195603/sizes/1019455-420.jpg
9106,Woman,,1916-01-01,1972-01-01,pencil on paper,78.27.1.24,cmoa:things/fe337f3f-9b79-4d6a-b10a-2061b4c590e2,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.125,0.0,0.0,https://collection.carnegieart.org/objects/fe337f3f-9b79-4d6a-b10a-2061b4c590e2,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195605/1019466.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195605/sizes/1019466-420.jpg
9107,Two Women with Infants (recto); abstract ink and pencil drawing (verso),,1916-01-01,1972-01-01,blue ink on paper,78.27.1.25.A-.B,cmoa:things/c5955cbf-a6c0-4972-9196-3a66801e3ff7,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.25,0.0,0.0,https://collection.carnegieart.org/objects/c5955cbf-a6c0-4972-9196-3a66801e3ff7,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195607/1019477.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195607/sizes/1019477-420.jpg
9108,Figure (2 sided),,1916-01-01,1972-01-01,pencil on paper,78.27.1.26,cmoa:things/87a58517-383b-4c6d-bf01-c1bdbed5a577,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Contemporary Art,Not on View,7.875,10.188,0.0,0.0,https://collection.carnegieart.org/objects/87a58517-383b-4c6d-bf01-c1bdbed5a577,"Dr. Murray Z. Rosenberg, Storrs, CT",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/195610/1019488.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/195610/sizes/1019488-420.jpg
9109,(man holding baby),,1916-01-01,1972-01-01,Etching,78.27.1.271,cmoa:things/06613ada-b70f-43b0-99dc-1f15d4df279d,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/06613ada-b70f-43b0-99dc-1f15d4df279d,"Dr. Murray Z. Rosenberg, Storrs, CT",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115054/1019490-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115054/sizes/1019490-image-420.jpg
9110,(portrait of a man),,1916-01-01,1972-01-01,Etching,78.27.1.273,cmoa:things/d18b323a-aaef-4ff4-bfc2-de9edaf34198,Gift of Dr. Murray Z. Rosenberg,1978-10-12,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/d18b323a-aaef-4ff4-bfc2-de9edaf34198,"Dr. Murray Z. Rosenberg, Storrs, CT",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115052/1019492-image.jpg,cmoa:parties/73cd58f4-8b2d-46a7-96ed-0b3ec54cabb8,Person,Samuel Rosenberg,"Rosenberg, Samuel",,American,1896-01-01,1972-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)","Pittsburgh (Allegheny county, Pennsylvania, United States)",https://cmoa-collection-images.s3.amazonaws.com/thing/115052/sizes/1019492-image-420.jpg
